GO_id,term,namespace,n_annotated,n_background,mean_c_ann,mean_c_all,rank_biserial,U_stat,p_two,direction,p_fdr,neg_log10_fdr,neg_log10_p
GO:0005525,GTP binding,molecular_function,92,6011,0.7992385495652176,0.7261456054350357,0.3150098797534837,358043.0,2.0729750869377393e-07,high_c,4.863087501248534e-06,5.313087916126349,6.683405917235846
GO:0043022,ribosome binding,molecular_function,65,6011,0.8113529798461538,0.7261456054350357,0.372992832932288,265324.0,2.220563989805471e-07,high_c,5.139865448403063e-06,5.2890482498337,6.6535367072824725
GO:0006195,purine nucleotide catabolic process,biological_process,29,6011,0.8421741958620689,0.7261456054350357,0.5537186271458052,134768.0,2.580150390181503e-07,high_c,5.893606680730381e-06,5.229618850855986,6.588354979415668
GO:0000322,storage vacuole,cellular_component,272,6011,0.773008499117647,0.7261456054350357,0.1837248752088394,923902.0,2.9334849145969e-07,high_c,6.5288843740259215e-06,5.185161022644911,6.532616140794904
GO:0000324,fungal-type vacuole,cellular_component,272,6011,0.773008499117647,0.7261456054350357,0.1837248752088394,923902.0,2.9334849145969e-07,high_c,6.5288843740259215e-06,5.185161022644911,6.532616140794904
GO:0006696,ergosterol biosynthetic process,biological_process,28,6011,0.8417947153571431,0.7261456054350357,0.5595616150521716,130632.0,3.120362177655268e-07,high_c,6.771185925511932e-06,5.169335261034168,6.505794994882698
GO:0016129,phytosteroid biosynthetic process,biological_process,28,6011,0.8417947153571431,0.7261456054350357,0.5595616150521716,130632.0,3.120362177655268e-07,high_c,6.771185925511932e-06,5.169335261034168,6.505794994882698
GO:0071944,cell periphery,cellular_component,285,6011,0.7733436758947368,0.7261456054350357,0.17919676942968676,962171.5,3.160530308548294e-07,high_c,6.773679772394862e-06,5.16917533859915,6.500240040560973
GO:0003729,mRNA binding,molecular_function,240,6011,0.7722501045416666,0.7261456054350357,0.1938983711661757,826798.5,3.4421943335683857e-07,high_c,7.2873772720423385e-06,5.137428746198433,6.463164614655189
GO:0009067,aspartate family amino acid biosynthetic process,biological_process,31,6011,0.835491585483871,0.7261456054350357,0.5284604595965046,141673.0,3.7219505304289524e-07,high_c,7.784706169668267e-06,5.1087577750419015,6.429229403506301
GO:0000323,lytic vacuole,cellular_component,273,6011,0.7727231505860805,0.7261456054350357,0.1816014820546017,925474.0,3.8288857670248575e-07,high_c,7.913030585184705e-06,5.101657155648546,6.416927590427138
GO:0009167,purine ribonucleoside monophosphate metabolic process,biological_process,25,6011,0.8413102656000001,0.7261456054350357,0.5868493150684932,118736.0,3.953048627721155e-07,high_c,7.97964234619061e-06,5.098016573631318,6.403067843228223
GO:0009126,purine nucleoside monophosphate metabolic process,biological_process,25,6011,0.8413102656000001,0.7261456054350357,0.5868493150684932,118736.0,3.953048627721155e-07,high_c,7.97964234619061e-06,5.098016573631318,6.403067843228223
GO:0009152,purine ribonucleotide biosynthetic process,biological_process,38,6011,0.8185751894736842,0.7261456054350357,0.4742305286068007,167306.0,4.4903701537307924e-07,high_c,8.96009492744443e-06,5.047687389194246,6.347717857416101
GO:0009123,nucleoside monophosphate metabolic process,biological_process,46,6011,0.8083045747826089,0.7261456054350357,0.4287765589124968,196021.0,5.242616419146813e-07,high_c,1.0308853203288277e-05,4.986789644627745,6.280451916679182
GO:0009156,ribonucleoside monophosphate biosynthetic process,biological_process,38,6011,0.8129154378947367,0.7261456054350357,0.4710936054349837,166950.0,5.344451545483554e-07,high_c,1.0308853203288277e-05,4.986789644627745,6.2720968560288926
GO:0009261,ribonucleotide catabolic process,biological_process,27,6011,0.8425109840740741,0.7261456054350357,0.5585016835016836,125902.0,5.310500903470965e-07,high_c,1.0308853203288277e-05,4.986789644627745,6.274864512938575
GO:1901292,nucleoside phosphate catabolic process,biological_process,43,6011,0.8213299420930231,0.7261456054350357,0.4412525718561007,184930.0,5.937204745674444e-07,high_c,1.1326359822517401e-05,4.9459096455656155,6.2264179740849945
GO:0030479,actin cortical patch,cellular_component,58,6011,0.8058196627586206,0.7261456054350357,0.3770165144204314,237724.0,7.471521139900684e-07,high_c,1.4098435542247377e-05,4.850829076923706,6.126590970418624
GO:0000287,magnesium ion binding,molecular_function,67,6011,0.7967203628358209,0.7261456054350357,0.35039472891263745,268896.0,7.832585964631367e-07,high_c,1.4620827133978552e-05,4.835028057640707,6.106094829927245
GO:0090407,organophosphate biosynthetic process,biological_process,246,6011,0.7721513899186991,0.7261456054350357,0.18535034092752034,840526.0,8.192829845427469e-07,high_c,1.4935406110169124e-05,4.825782963953217,6.086566064786557
GO:0098798,mitochondrial protein-containing complex,cellular_component,148,6011,0.7842523067567566,0.7261456054350357,0.23700393212588344,536689.0,8.152303863682162e-07,high_c,1.4935406110169124e-05,4.825782963953217,6.088719641089343
GO:1902653,secondary alcohol biosynthetic process,biological_process,30,6011,0.8358131943333333,0.7261456054350357,0.5209273811514239,136450.0,8.259210752167258e-07,high_c,1.4935406110169124e-05,4.825782963953217,6.083061451754122
GO:0019319,hexose biosynthetic process,biological_process,16,6011,0.86579532625,0.7261456054350357,0.7105087572977482,82036.0,8.855058033482744e-07,high_c,1.5686102802169435e-05,4.804484943076495,6.052808588224473
