GO_id,term,namespace,p_raw,p_fdr,neg_log10_fdr,neg_log10_raw,study_count,study_n,pop_count,pop_n,gene_ratio,fold_enrich,direction,group
GO:0015295,solute:proton symporter activity,molecular_function,3.248008837725227e-08,5.538891666886743e-06,5.256577128973806,7.488382797728253,16,601,34,6011,0.026622296173044926,4.706665361652148,enriched,High cross-weight c
GO:0032555,purine ribonucleotide binding,molecular_function,3.690189207552773e-08,6.1618471871948915e-06,5.210289076317836,7.432951365632412,99,601,583,6011,0.16472545757071547,1.6983957555018365,enriched,High cross-weight c
GO:0005488,binding,molecular_function,5.8786952957915417e-08,9.615865876687593e-06,5.0170116028934055,7.230719049555056,424,601,3632,6011,0.7054908485856906,1.16759512413232,enriched,High cross-weight c
GO:0019842,vitamin binding,molecular_function,7.988661949046805e-08,1.2080967079549084e-05,4.9178982991171285,7.097525956206503,19,601,49,6011,0.03161397670549085,3.8781962036062345,enriched,High cross-weight c
GO:0016787,hydrolase activity,molecular_function,9.176106307395e-08,1.3619720750698319e-05,4.865831796804589,7.037341563671785,131,601,851,6011,0.21797004991680533,1.5396215864276344,enriched,High cross-weight c
GO:0035639,purine ribonucleoside triphosphate binding,molecular_function,1.093847855267509e-07,1.5940346472671062e-05,4.797502243194996,6.961043080390916,97,601,577,6011,0.16139767054908485,1.681388904108404,enriched,High cross-weight c
GO:0032559,adenyl ribonucleotide binding,molecular_function,1.1796200229029168e-07,1.6883311577797997e-05,4.772542364647156,6.928257864331119,86,601,495,6011,0.14309484193011648,1.7376628178624853,enriched,High cross-weight c
GO:0016874,ligase activity,molecular_function,1.216976434580619e-07,1.711239670730467e-05,4.766689160309115,6.9147178313267865,31,601,114,6011,0.051580698835274545,2.71975070788452,enriched,High cross-weight c
GO:0015078,proton transmembrane transporter activity,molecular_function,1.677090905321526e-07,2.2035874764183654e-05,4.656869704504313,6.77544339618371,26,601,87,6011,0.04326123128119801,2.989003002658405,enriched,High cross-weight c
GO:0030170,pyridoxal phosphate binding,molecular_function,2.2335258504441397e-07,2.7971421392671527e-05,4.553285464007121,6.651009016713398,16,601,38,6011,0.026622296173044926,4.2112269025308695,enriched,High cross-weight c
GO:0070279,vitamin B6 binding,molecular_function,2.2335258504441397e-07,2.7971421392671527e-05,4.553285464007121,6.651009016713398,16,601,38,6011,0.026622296173044926,4.2112269025308695,enriched,High cross-weight c
GO:0000287,magnesium ion binding,molecular_function,2.4313003859964164e-07,2.944422943799667e-05,4.530999806778339,6.614161380966839,22,601,67,6011,0.036605657237936774,3.2841284426453425,enriched,High cross-weight c
GO:0005524,ATP binding,molecular_function,3.553763626691585e-07,3.991424935134508e-05,4.398872033889714,6.449311462022397,84,601,489,6011,0.13976705490848584,1.7180772332411214,enriched,High cross-weight c
GO:0005402,carbohydrate:monoatomic cation symporter activity,molecular_function,1.3713257014420774e-06,0.0001356935246550401,3.8674408765383705,5.862859384349885,12,601,25,6011,0.019966722129783693,4.800798668885191,enriched,High cross-weight c
GO:0005351,carbohydrate:proton symporter activity,molecular_function,1.3713257014420774e-06,0.0001356935246550401,3.8674408765383705,5.862859384349885,12,601,25,6011,0.019966722129783693,4.800798668885191,enriched,High cross-weight c
GO:0015291,secondary active transmembrane transporter activity,molecular_function,8.210958358407141e-06,0.0006581083124263323,3.1817026236839907,5.085606150374154,21,601,75,6011,0.03494176372712146,2.800465890183028,enriched,High cross-weight c
GO:0015144,carbohydrate transmembrane transporter activity,molecular_function,9.385341567207704e-06,0.0007447872540709876,3.12796776426893,5.027549917176451,12,601,29,6011,0.019966722129783693,4.138619542142406,enriched,High cross-weight c
GO:0022804,active transmembrane transporter activity,molecular_function,2.498492127791072e-05,0.001787983428950486,2.7476365105673453,4.602322014587328,32,601,150,6011,0.05324459234608985,2.1336882972823075,enriched,High cross-weight c
GO:0051082,unfolded protein binding,molecular_function,2.9866010029433503e-05,0.002081531046833996,2.6816171070601107,4.5248227933966625,21,601,81,6011,0.03494176372712146,2.5930239723916926,enriched,High cross-weight c
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function,3.578880903740498e-05,0.0024104815498722765,2.6178961883126175,4.44625275361025,22,601,88,6011,0.036605657237936774,2.500415973377704,enriched,High cross-weight c
GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",molecular_function,3.964921122733242e-05,0.0026440324808881745,2.5777332140185245,4.401765448019123,15,601,48,6011,0.024958402662229616,3.1255199667221296,enriched,High cross-weight c
